event,blockNumber,txIndex,orderHash,maker,taker,makerAssetId,takerAssetId,makerAmountFilled,takerAmountFilled,fee,data
OrderFilled,37908761,69,0x6b2548c46b15833ee2a53d1dff83c0922c753ce9ad7518da1b04a0586a193d98,0x3077107aec4fdb39386b1513dfbed2b088ea02b3,0xe7cf2547c0bf23057174125aae9fd09bcafd3cfd,0,111418289100934687995154966444108081709096708376512104007820653421637200463766,1702702,2702701,0,0000000000000000000000000000000000000000000000000000000000000000f654845052937167d8dc02c86a8d24ad8706343b720551d4361c2ff108934796000000000000000000000000000000000000000000000000000000000019fb2e0000000000000000000000000000000000000000000000000000000000293d6d0000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37909138,45,0x90b2de6209950cbf924c9f14a7e5bf9cc77d78ff8a99a3f956b157fc5074d367,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0xed89c32cc258b01ff2a25cd2b14325750822f1c6,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,9411764,29411762,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc00000000000000000000000000000000000000000000000000000000008f9cb40000000000000000000000000000000000000000000000000000000001c0c9b20000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37909831,30,0x9e2baa948c46ee82597012e70dd57bf1af8a21fe503bb9ff15411ba3cb9617fd,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0x3077107aec4fdb39386b1513dfbed2b088ea02b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,4800000,15000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc0000000000000000000000000000000000000000000000000000000000493e000000000000000000000000000000000000000000000000000000000000e4e1c00000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37909831,30,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3077107aec4fdb39386b1513dfbed2b088ea02b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,2156521,6956519,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc000000000000000000000000000000000000000000000000000000000020e7e900000000000000000000000000000000000000000000000000000000006a25e70000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37909839,50,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3077107aec4fdb39386b1513dfbed2b088ea02b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,224637681,724637680,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc000000000000000000000000000000000000000000000000000000000d63b2f1000000000000000000000000000000000000000000000000000000002b3117f00000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37909965,61,0x35c99083609bd0ee029e6b51d989181676828ac07679e362442c8f39aeb76a07,0x4c0340f93e3c590118fc6e35215d51ce7dc80cc1,0x3657f6a230037cffb6b64ddda7b37c7413e72a16,0,28160965650330676477647953797537745908351915676947175001506767669367482516875,7857142,17857140,0,00000000000000000000000000000000000000000000000000000000000000003e428aadfebac62f8aaee42b583795501ab46e94d84b5bf1a5bc4015f306858b000000000000000000000000000000000000000000000000000000000077e3f60000000000000000000000000000000000000000000000000000000001107a740000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910023,45,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x7a81d5d0bd724ebd82979a83309eb29dc2286d56,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,44927536,144927535,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc0000000000000000000000000000000000000000000000000000000002ad8a300000000000000000000000000000000000000000000000000000000008a36b2f0000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910074,43,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,1550000,5000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc000000000000000000000000000000000000000000000000000000000017a6b000000000000000000000000000000000000000000000000000000000004c4b400000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910081,108,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,1550000,5000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc000000000000000000000000000000000000000000000000000000000017a6b000000000000000000000000000000000000000000000000000000000004c4b400000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910119,43,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0xa0fbec0ffc8881c3b20aeaaec02d584d3275e939,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,2246376,7246374,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc00000000000000000000000000000000000000000000000000000000002246e800000000000000000000000000000000000000000000000000000000006e92260000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910320,34,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,1550000,5000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc000000000000000000000000000000000000000000000000000000000017a6b000000000000000000000000000000000000000000000000000000000004c4b400000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910330,45,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,1550000,5000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc000000000000000000000000000000000000000000000000000000000017a6b000000000000000000000000000000000000000000000000000000000004c4b400000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910366,44,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,2170000,7000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc0000000000000000000000000000000000000000000000000000000000211c9000000000000000000000000000000000000000000000000000000000006acfc00000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910375,38,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,2170000,7000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc0000000000000000000000000000000000000000000000000000000000211c9000000000000000000000000000000000000000000000000000000000006acfc00000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910413,10,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,1550000,5000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc000000000000000000000000000000000000000000000000000000000017a6b000000000000000000000000000000000000000000000000000000000004c4b400000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910426,19,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,4650000,15000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc000000000000000000000000000000000000000000000000000000000046f4100000000000000000000000000000000000000000000000000000000000e4e1c00000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910437,31,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,4650000,15000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc000000000000000000000000000000000000000000000000000000000046f4100000000000000000000000000000000000000000000000000000000000e4e1c00000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910489,29,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,4650000,15000000,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc000000000000000000000000000000000000000000000000000000000046f4100000000000000000000000000000000000000000000000000000000000e4e1c00000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37910498,42,0x7db61f5a2e1ff7288479feb245a0db6f1ace6a657c0863efff57bd59e8c16e31,0x43372356634781eea88d61bbdd7824cdce958882,0x91066a5b3cad46a87ac8b38811581c653c32a73c,0,107754309707789193901261105278967201345561077546606796858573409567513389818812,9991700,32231290,0,0000000000000000000000000000000000000000000000000000000000000000ee3ac72b4fe520f9c734a4a7cb26ae8c5ce56ee7f468db98f1de8801de37e3bc00000000000000000000000000000000000000000000000000000000009876140000000000000000000000000000000000000000000000000000000001ebcf7a0000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37911479,72,0xbd2e3c58fd403bfcb5119e4ad81d08b0f49519188192acd80a45ab535f399f17,0x3077107aec4fdb39386b1513dfbed2b088ea02b3,0x24c58fe04a5e039d2d4175fe59d41631a709923d,0,111418289100934687995154966444108081709096708376512104007820653421637200463766,19411764,29411763,0,0000000000000000000000000000000000000000000000000000000000000000f654845052937167d8dc02c86a8d24ad8706343b720551d4361c2ff10893479600000000000000000000000000000000000000000000000000000000012833340000000000000000000000000000000000000000000000000000000001c0c9b30000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37911487,24,0xbd2e3c58fd403bfcb5119e4ad81d08b0f49519188192acd80a45ab535f399f17,0x3077107aec4fdb39386b1513dfbed2b088ea02b3,0x24c58fe04a5e039d2d4175fe59d41631a709923d,0,111418289100934687995154966444108081709096708376512104007820653421637200463766,13588235,20588234,0,0000000000000000000000000000000000000000000000000000000000000000f654845052937167d8dc02c86a8d24ad8706343b720551d4361c2ff1089347960000000000000000000000000000000000000000000000000000000000cf570b00000000000000000000000000000000000000000000000000000000013a26ca0000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37911492,13,0xbd2e3c58fd403bfcb5119e4ad81d08b0f49519188192acd80a45ab535f399f17,0x3077107aec4fdb39386b1513dfbed2b088ea02b3,0x24c58fe04a5e039d2d4175fe59d41631a709923d,0,111418289100934687995154966444108081709096708376512104007820653421637200463766,12035294,18235293,0,0000000000000000000000000000000000000000000000000000000000000000f654845052937167d8dc02c86a8d24ad8706343b720551d4361c2ff1089347960000000000000000000000000000000000000000000000000000000000b7a4de0000000000000000000000000000000000000000000000000000000001163f9d0000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37911499,36,0xbd2e3c58fd403bfcb5119e4ad81d08b0f49519188192acd80a45ab535f399f17,0x3077107aec4fdb39386b1513dfbed2b088ea02b3,0x24c58fe04a5e039d2d4175fe59d41631a709923d,0,111418289100934687995154966444108081709096708376512104007820653421637200463766,11647058,17647057,0,0000000000000000000000000000000000000000000000000000000000000000f654845052937167d8dc02c86a8d24ad8706343b720551d4361c2ff1089347960000000000000000000000000000000000000000000000000000000000b1b85200000000000000000000000000000000000000000000000000000000010d45d10000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37911505,31,0xbd2e3c58fd403bfcb5119e4ad81d08b0f49519188192acd80a45ab535f399f17,0x3077107aec4fdb39386b1513dfbed2b088ea02b3,0x24c58fe04a5e039d2d4175fe59d41631a709923d,0,111418289100934687995154966444108081709096708376512104007820653421637200463766,33000000,50000000,0,0000000000000000000000000000000000000000000000000000000000000000f654845052937167d8dc02c86a8d24ad8706343b720551d4361c2ff1089347960000000000000000000000000000000000000000000000000000000001f78a400000000000000000000000000000000000000000000000000000000002faf0800000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37912362,22,0x278f22d69c506b0906001335a26db0b9de8c3ba35de232bf31f92bf59c98bd8b,0x8a4c788f043023b8b28a762216d037e9f148532b,0xa0fbec0ffc8881c3b20aeaaec02d584d3275e939,0,82605074636298019650875866528882317585922531397163514824755769999593709272661,47529900,48499897,0,0000000000000000000000000000000000000000000000000000000000000000b6a0d0bd3083270015b350fa3b76e2d206572fe3ac727a0f3197c3507d287e550000000000000000000000000000000000000000000000000000000002d53fac0000000000000000000000000000000000000000000000000000000002e40cb90000000000000000000000000000000000000000000000000000000000000000
OrderFilled,37912362,22,0x5336f6789daa82974d82d5b8aafaa94a4741a504efffb2656087ecdf3ce5daf8,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0xa0fbec0ffc8881c3b20aeaaec02d584d3275e939,54663117294022528385601661991520131323669248856526706218963217967937304019396,0,166659999,4999799,0,78da3a5cd3ce1281cbc6569e8cd150ca186f1bd5c16a8057d54e7abe16da41c400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009ef079f00000000000000000000000000000000000000000000000000000000004c4a770000000000000000000000000000000000000000000000000000000000000000
